snapshot_date,sku,warehouse_id,physical_qty,reserved_qty,damaged_qty,quarantine_qty
2026-09-03,BAT008,WH02,72,0,0,0
2026-09-03,BAT009,WH01,56,20,0,0
2026-09-03,BAT009,WH02,86,10,0,0
2026-09-03,BAT010,WH01,91,16,0,0
2026-09-03,BAT010,WH02,47,1,0,0
2026-09-03,BAT011,WH01,70,10,0,0
2026-09-03,BAT011,WH02,114,10,0,0
2026-09-03,BAT012,WH01,88,19,0,0
2026-09-03,BAT012,WH02,57,12,0,0
2026-09-03,BAT013,WH01,100,9,0,0
2026-09-03,BAT013,WH02,129,5,0,0
2026-09-03,BAT014,WH01,145,6,0,0
2026-09-03,BAT014,WH02,100,10,0,0
2026-09-03,BAT015,WH01,134,9,0,0
2026-09-03,BAT015,WH02,71,0,0,0
2026-09-03,BAT016,WH01,80,17,0,0
2026-09-03,BAT016,WH02,41,18,0,0
2026-09-03,BAT017,WH01,100,2,0,0
2026-09-03,BAT017,WH02,73,11,0,0
2026-09-03,BAT018,WH01,75,2,0,0
2026-09-03,BAT018,WH02,113,14,0,0
2026-09-03,BAT019,WH01,53,5,0,0
2026-09-03,BAT019,WH02,67,13,0,0
2026-09-03,BAT020,WH01,121,15,0,0
2026-09-03,BAT020,WH02,144,16,0,0
2026-09-03,BAT021,WH01,75,2,0,0
2026-09-03,BAT021,WH02,108,19,0,0
2026-09-03,BAT022,WH01,148,4,0,0
2026-09-03,BAT022,WH02,66,0,0,0
2026-09-03,BAT023,WH01,55,11,0,0
2026-09-03,BAT023,WH02,100,7,0,0
2026-09-03,BAT024,WH01,74,17,0,0
2026-09-03,BAT024,WH02,91,16,0,0
2026-09-03,BAT025,WH01,146,6,0,0
2026-09-03,BAT025,WH02,62,20,0,0
2026-09-03,BAT026,WH01,110,6,0,0
2026-09-03,BAT026,WH02,109,10,0,0
2026-09-03,BAT027,WH01,140,5,0,0
2026-09-03,BAT027,WH02,150,19,0,0
2026-09-03,BAT028,WH01,60,3,0,0
2026-09-03,BAT028,WH02,99,0,0,0
2026-09-03,BAT029,WH01,73,9,0,0
2026-09-03,BAT029,WH02,147,20,0,0
2026-09-03,BAT030,WH01,56,18,0,0
2026-09-03,BAT030,WH02,50,15,0,0
2026-09-04,BAT001,WH01,133,18,0,0
2026-09-04,BAT001,WH02,64,18,0,0
2026-09-04,BAT002,WH01,52,10,0,0
2026-09-04,BAT002,WH02,92,6,0,0
2026-09-04,BAT003,WH01,42,16,0,0
2026-09-04,BAT003,WH02,77,13,0,0
2026-09-04,BAT004,WH01,85,7,0,0
2026-09-04,BAT004,WH02,138,1,0,0
2026-09-04,BAT005,WH01,121,15,0,0
2026-09-04,BAT005,WH02,82,5,0,0
2026-09-04,BAT006,WH01,40,19,0,0
2026-09-04,BAT006,WH02,145,5,0,0
2026-09-04,BAT007,WH01,43,2,0,0
2026-09-04,BAT007,WH02,47,17,0,0
2026-09-04,BAT008,WH01,139,3,0,0
2026-09-04,BAT008,WH02,122,3,0,0
2026-09-04,BAT009,WH01,80,12,0,0
2026-09-04,BAT009,WH02,119,18,0,0
2026-09-04,BAT010,WH01,44,4,0,0
2026-09-04,BAT010,WH02,71,6,0,0
2026-09-04,BAT011,WH01,150,16,0,0
2026-09-04,BAT011,WH02,75,20,0,0
2026-09-04,BAT012,WH01,95,10,0,0
2026-09-04,BAT012,WH02,88,3,0,0
2026-09-04,BAT013,WH01,143,0,0,0
2026-09-04,BAT013,WH02,59,4,0,0
2026-09-04,BAT014,WH01,71,2,0,0
2026-09-04,BAT014,WH02,41,14,0,0
2026-09-04,BAT015,WH01,147,2,0,0
2026-09-04,BAT015,WH02,72,10,0,0
2026-09-04,BAT016,WH01,142,14,0,0
2026-09-04,BAT016,WH02,125,12,0,0
2026-09-04,BAT017,WH01,86,4,0,0
2026-09-04,BAT017,WH02,135,16,0,0
2026-09-04,BAT018,WH01,42,15,0,0
2026-09-04,BAT018,WH02,49,15,0,0
2026-09-04,BAT019,WH01,131,2,0,0
2026-09-04,BAT019,WH02,88,2,0,0
2026-09-04,BAT020,WH01,102,19,0,0
2026-09-04,BAT020,WH02,48,8,0,0
2026-09-04,BAT021,WH01,148,6,0,0
2026-09-04,BAT021,WH02,54,10,0,0
2026-09-04,BAT022,WH01,96,13,0,0
2026-09-04,BAT022,WH02,74,20,0,0
2026-09-04,BAT023,WH01,97,6,0,0
2026-09-04,BAT023,WH02,146,19,0,0
2026-09-04,BAT024,WH01,95,0,0,0
2026-09-04,BAT024,WH02,106,11,0,0
2026-09-04,BAT025,WH01,56,13,0,0
2026-09-04,BAT025,WH02,133,2,0,0
2026-09-04,BAT026,WH01,120,2,0,0
2026-09-04,BAT026,WH02,123,8,0,0
2026-09-04,BAT027,WH01,40,20,0,0
2026-09-04,BAT027,WH02,58,12,0,0
2026-09-04,BAT028,WH01,60,19,0,0
2026-09-04,BAT028,WH02,121,16,0,0
2026-09-04,BAT029,WH01,87,9,0,0
2026-09-04,BAT029,WH02,110,16,0,0
2026-09-04,BAT030,WH01,134,0,0,0
2026-09-04,BAT030,WH02,113,2,0,0
2026-09-05,BAT001,WH01,71,17,0,0
2026-09-05,BAT001,WH02,67,16,0,0
2026-09-05,BAT002,WH01,91,4,0,0
2026-09-05,BAT002,WH02,77,11,0,0
2026-09-05,BAT003,WH01,124,12,0,0
2026-09-05,BAT003,WH02,143,18,0,0
2026-09-05,BAT004,WH01,123,12,0,0
2026-09-05,BAT004,WH02,72,8,0,0
2026-09-05,BAT005,WH01,53,7,0,0
2026-09-05,BAT005,WH02,142,8,0,0
2026-09-05,BAT006,WH01,52,13,0,0
2026-09-05,BAT006,WH02,146,18,0,0
2026-09-05,BAT007,WH01,70,9,0,0
2026-09-05,BAT007,WH02,98,5,0,0
2026-09-05,BAT008,WH01,69,4,0,0
2026-09-05,BAT008,WH02,150,15,0,0
2026-09-05,BAT009,WH01,133,17,0,0
2026-09-05,BAT009,WH02,146,2,0,0
2026-09-05,BAT010,WH01,137,1,0,0
2026-09-05,BAT010,WH02,92,12,0,0
2026-09-05,BAT011,WH01,79,3,0,0
2026-09-05,BAT011,WH02,61,17,0,0
2026-09-05,BAT012,WH01,75,6,0,0
2026-09-05,BAT012,WH02,142,3,0,0
2026-09-05,BAT013,WH01,141,19,0,0
2026-09-05,BAT013,WH02,106,3,0,0
2026-09-05,BAT014,WH01,57,5,0,0
2026-09-05,BAT014,WH02,104,3,0,0
2026-09-05,BAT015,WH01,90,2,0,0
2026-09-05,BAT015,WH02,99,0,0,0
2026-09-05,BAT016,WH01,118,1,0,0
2026-09-05,BAT016,WH02,61,3,0,0
2026-09-05,BAT017,WH01,132,1,0,0
2026-09-05,BAT017,WH02,87,12,0,0
2026-09-05,BAT018,WH01,97,14,0,0
2026-09-05,BAT018,WH02,129,8,0,0
2026-09-05,BAT019,WH01,131,6,0,0
2026-09-05,BAT019,WH02,149,10,0,0
2026-09-05,BAT020,WH01,121,18,0,0
2026-09-05,BAT020,WH02,127,17,0,0
2026-09-05,BAT021,WH01,99,0,0,0
2026-09-05,BAT021,WH02,94,3,0,0
2026-09-05,BAT022,WH01,138,4,0,0
2026-09-05,BAT022,WH02,65,5,0,0
2026-09-05,BAT023,WH01,111,11,0,0
2026-09-05,BAT023,WH02,145,8,0,0
2026-09-05,BAT024,WH01,71,1,0,0
2026-09-05,BAT024,WH02,40,7,0,0
2026-09-05,BAT025,WH01,142,10,0,0
2026-09-05,BAT025,WH02,139,2,0,0
2026-09-05,BAT026,WH01,50,17,0,0
2026-09-05,BAT026,WH02,51,1,0,0
2026-09-05,BAT027,WH01,84,19,0,0
2026-09-05,BAT027,WH02,116,2,0,0
2026-09-05,BAT028,WH01,132,17,0,0
2026-09-05,BAT028,WH02,128,18,0,0
2026-09-05,BAT029,WH01,66,20,0,0
2026-09-05,BAT029,WH02,75,16,0,0
2026-09-05,BAT030,WH01,104,16,0,0
2026-09-05,BAT030,WH02,109,13,0,0
2026-09-06,BAT001,WH01,108,16,0,0
2026-09-06,BAT001,WH02,122,2,0,0
2026-09-06,BAT002,WH01,131,11,0,0
2026-09-06,BAT002,WH02,75,10,0,0
2026-09-06,BAT003,WH01,147,18,0,0
2026-09-06,BAT003,WH02,132,9,0,0
2026-09-06,BAT004,WH01,127,8,0,0
2026-09-06,BAT004,WH02,116,13,0,0
2026-09-06,BAT005,WH01,67,5,0,0
2026-09-06,BAT005,WH02,46,2,0,0
2026-09-06,BAT006,WH01,88,10,0,0
2026-09-06,BAT006,WH02,58,8,0,0
2026-09-06,BAT007,WH01,107,4,0,0
2026-09-06,BAT007,WH02,77,7,0,0
2026-09-06,BAT008,WH01,96,7,0,0
2026-09-06,BAT008,WH02,121,6,0,0
2026-09-06,BAT009,WH01,88,7,0,0
2026-09-06,BAT009,WH02,60,14,0,0
2026-09-06,BAT010,WH01,66,6,0,0
2026-09-06,BAT010,WH02,127,19,0,0
2026-09-06,BAT011,WH01,114,19,0,0
2026-09-06,BAT011,WH02,134,10,0,0
2026-09-06,BAT012,WH01,125,6,0,0
2026-09-06,BAT012,WH02,91,11,0,0
2026-09-06,BAT013,WH01,146,17,0,0
2026-09-06,BAT013,WH02,94,13,0,0
2026-09-06,BAT014,WH01,62,16,0,0
2026-09-06,BAT014,WH02,101,11,0,0
2026-09-06,BAT015,WH01,125,13,0,0
2026-09-06,BAT015,WH02,48,6,0,0
2026-09-06,BAT016,WH01,59,15,0,0
2026-09-06,BAT016,WH02,43,4,0,0
2026-09-06,BAT017,WH01,106,14,0,0
2026-09-06,BAT017,WH02,95,18,0,0
2026-09-06,BAT018,WH01,142,2,0,0
2026-09-06,BAT018,WH02,145,12,0,0
2026-09-06,BAT019,WH01,110,1,0,0
2026-09-06,BAT019,WH02,109,15,0,0
2026-09-06,BAT020,WH01,104,1,0,0
2026-09-06,BAT020,WH02,98,19,0,0
2026-09-06,BAT021,WH01,120,2,0,0
2026-09-06,BAT021,WH02,146,20,0,0
2026-09-06,BAT022,WH01,58,16,0,0
2026-09-06,BAT022,WH02,85,12,0,0
2026-09-06,BAT023,WH01,89,16,0,0
2026-09-06,BAT023,WH02,150,16,0,0
2026-09-06,BAT024,WH01,143,19,0,0
2026-09-06,BAT024,WH02,50,5,0,0
2026-09-06,BAT025,WH01,120,12,0,0
2026-09-06,BAT025,WH02,45,1,0,0
2026-09-06,BAT026,WH01,97,12,0,0
2026-09-06,BAT026,WH02,58,3,0,0
2026-09-06,BAT027,WH01,54,11,0,0
2026-09-06,BAT027,WH02,40,12,0,0
2026-09-06,BAT028,WH01,92,9,0,0
2026-09-06,BAT028,WH02,115,10,0,0
2026-09-06,BAT029,WH01,120,16,0,0
2026-09-06,BAT029,WH02,142,16,0,0
2026-09-06,BAT030,WH01,97,10,0,0
2026-09-06,BAT030,WH02,66,12,0,0
2026-09-07,BAT001,WH01,55,19,0,0
2026-09-07,BAT001,WH02,133,2,0,0
2026-09-07,BAT002,WH01,127,2,0,0
2026-09-07,BAT002,WH02,120,1,0,0
2026-09-07,BAT003,WH01,94,13,0,0
2026-09-07,BAT003,WH02,120,8,0,0
2026-09-07,BAT004,WH01,142,16,0,0
2026-09-07,BAT004,WH02,63,14,0,0
2026-09-07,BAT005,WH01,121,7,0,0
2026-09-07,BAT005,WH02,121,18,0,0
2026-09-07,BAT006,WH01,130,16,0,0
2026-09-07,BAT006,WH02,110,5,0,0
2026-09-07,BAT007,WH01,128,7,0,0
2026-09-07,BAT007,WH02,99,6,0,0
2026-09-07,BAT008,WH01,74,3,0,0
2026-09-07,BAT008,WH02,146,3,0,0
2026-09-07,BAT009,WH01,49,19,0,0
2026-09-07,BAT009,WH02,101,9,0,0
2026-09-07,BAT010,WH01,121,8,0,0
2026-09-07,BAT010,WH02,54,15,0,0
2026-09-07,BAT011,WH01,59,11,0,0
2026-09-07,BAT011,WH02,145,19,0,0
2026-09-07,BAT012,WH01,80,16,0,0
2026-09-07,BAT012,WH02,108,10,0,0
2026-09-07,BAT013,WH01,55,7,0,0
2026-09-07,BAT013,WH02,112,20,0,0
2026-09-07,BAT014,WH01,40,15,0,0
2026-09-07,BAT014,WH02,133,19,0,0
2026-09-07,BAT015,WH01,87,2,0,0
2026-09-07,BAT015,WH02,70,17,0,0
2026-09-07,BAT016,WH01,137,13,0,0
2026-09-07,BAT016,WH02,53,2,0,0
2026-09-07,BAT017,WH01,93,12,0,0
2026-09-07,BAT017,WH02,43,14,0,0
2026-09-07,BAT018,WH01,100,0,0,0
2026-09-07,BAT018,WH02,50,9,0,0
2026-09-07,BAT019,WH01,120,17,0,0
2026-09-07,BAT019,WH02,87,6,0,0
2026-09-07,BAT020,WH01,147,9,0,0
2026-09-07,BAT020,WH02,75,9,0,0
2026-09-07,BAT021,WH01,41,6,0,0
2026-09-07,BAT021,WH02,97,19,0,0
2026-09-07,BAT022,WH01,121,16,0,0
2026-09-07,BAT022,WH02,100,2,0,0
2026-09-07,BAT023,WH01,83,20,0,0
2026-09-07,BAT023,WH02,44,18,0,0
2026-09-07,BAT024,WH01,115,5,0,0
2026-09-07,BAT024,WH02,126,17,0,0
2026-09-07,BAT025,WH01,44,2,0,0
2026-09-07,BAT025,WH02,113,20,0,0
2026-09-07,BAT026,WH01,42,13,0,0
2026-09-07,BAT026,WH02,55,13,0,0
2026-09-07,BAT027,WH01,109,1,0,0
2026-09-07,BAT027,WH02,115,18,0,0
2026-09-07,BAT028,WH01,135,0,0,0
2026-09-07,BAT028,WH02,67,5,0,0
2026-09-07,BAT029,WH01,90,3,0,0
2026-09-07,BAT029,WH02,134,16,0,0
2026-09-07,BAT030,WH01,129,4,0,0
2026-09-07,BAT030,WH02,41,19,0,0
